"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Gerber+Collision+%26+Glass/data=!4m7!3m6!1s0x880fd3afe9b4f5fb:0x5f94af3a18f0fc!8m2!3d41.9442523!4d-87.648871!16s%2Fg%2F1v3_38kb!19sChIJ-_W06a_TD4gR_PAYOq-UXwA?authuser=0&hl=en&rclk=1","Gerber Collision & Glass","4.5","(180)","Auto body shop","·","3425 N Halsted St","","Open","· Closes 5 PM","(773) 296-0555","https://www.gerbercollision.com/locations/chicago-halsted-st-il?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=IL&utm_content=ChicagoHalstedSt","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My car was done within 4 days and the paint match was spot on!""","https://www.carwise.com/auto-body-shops/book-appointment/gerber-collision-glass-chicago-halsted-st-chicago-il-60657/460979?hl=en-US&gei=_sVvaePILsS_p84PmeD2gQY&rwg_token=AFd1xnGZiKwaYUcRVgnoWVL08FlaONAwOCA5039ivevN8mGmb5Heo2wFUvqnr0FoxJP9CwFBmF2HslAzSC26bTgINpDI6H68pA%3D%3D","Book online",""
"https://www.google.com/maps/place/CDE+Collision+Centers+-+Chicago+5710/data=!4m7!3m6!1s0x880e2e3bca16a2d9:0x4759e2303dac5967!8m2!3d41.7895409!4d-87.6843871!16s%2Fg%2F1tht20p6!19sChIJ2aIWyjsuDogRZ1msPTDiWUc?authuser=0&hl=en&rclk=1","CDE Collision Centers - Chicago 5710","4.8","(628)","Auto body shop","·","·","5710 S Western Ave","Open","· Closes 5 PM","(773) 434-2424","https://cdecollisioncenters.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Picked up a clean and fixed like new car!""","https://www.carwise.com/auto-body-shops/book-appointment/cde-collision-centers-57-th-chicago-il-60636/461934?hl=en-US&gei=_sVvaePILsS_p84PmeD2gQY&rwg_token=AFd1xnE5Xg3BJnGEGT5MWn7de8-8IYwpig5xaK8z5EM8uvb0y4Tt_oUUjgpOlBHYgqSAXGUNMX7zsVNwiLk47fGwy5f8w5SQpA%3D%3D","Book online",""
"https://www.google.com/maps/place/Economy+Auto+Body+Shop/data=!4m7!3m6!1s0x880e313b4dd3125d:0xebc761f0e38e88c3!8m2!3d41.7887119!4d-87.762493!16s%2Fg%2F1tg6w8lc!19sChIJXRLTTTsxDogRw4iO4_Bhx-s?authuser=0&hl=en&rclk=1","Economy Auto Body Shop","4.7","(83)","Auto body shop","·","·","5708 S Central Ave","Open","· Closes 6 PM","(773) 581-9290","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""All employees are trained to do the best job possible.My car looks like new.""","","",""
"https://www.google.com/maps/place/CARSTAR+International+Auto+Rebuilders/data=!4m7!3m6!1s0x880e2d52c322b2c9:0x8d6c54972465e6f0!8m2!3d41.8985488!4d-87.706431!16s%2Fg%2F1tfwf1zm!19sChIJybIiw1ItDogR8OZlJJdUbI0?authuser=0&hl=en&rclk=1","CARSTAR International Auto Rebuilders","4.4","(208)","Auto body shop","·","931 N Kedzie Ave","Destination for collision repair","Open","· Closes 5 PM","(773) 862-5338","https://www.carstar.com/locations/il/chicago-15301/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Got my car fixed in no time and kept me in the loop.""","https://www.carwise.com/auto-body-shops/book-appointment/carstar-international-auto-rebuilders-chicago-il-60651/550836?hl=en-US&gei=_sVvaePILsS_p84PmeD2gQY&rwg_token=AFd1xnHO4bKiSA6eFtaK4ZgrK5fVMdFWTQkiW28I6wSiWM9sLIurVW0TPMcwQfFLP7lPKaXPxEutaKFRlFTgdNZSZHpHHR_qRw%3D%3D","Book online",""
"https://www.google.com/maps/place/C+James+Auto+Body+Shop/data=!4m7!3m6!1s0x880fcdcfa851cea3:0xc443fb60ffe8bd8f!8m2!3d41.9436205!4d-87.7049918!16s%2Fg%2F11g0g90svm!19sChIJo85RqM_ND4gRj73o_2D7Q8Q?authuser=0&hl=en&rclk=1","C James Auto Body Shop","5.0","(12)","Auto body shop","·","3452 N Elston Ave #5608","·","Open","· Closes 6 PM","(773) 588-0313","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good professional staff,great place to take your car job to""","","",""
"https://www.google.com/maps/place/Winston+Auto+Rebuilders+LLC/data=!4m7!3m6!1s0x880e25ff589afc71:0xe81395f9df83c125!8m2!3d41.7201313!4d-87.6512418!16s%2Fg%2F11ghff6kdn!19sChIJcfyaWP8lDogRJcGD3_mVE-g?authuser=0&hl=en&rclk=1","Winston Auto Rebuilders LLC","4.5","(55)","Auto body shop","·","·","9540 S Vincennes Ave","Open","· Closes 5 PM","(773) 239-2822","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great service & my car looks brand new.""","","",""
"https://www.google.com/maps/place/K+M+Auto+Body+%26+Exports+Inc/data=!4m7!3m6!1s0x880fd1a03e5658c5:0xd404ac2b77a4fa70!8m2!3d41.9960727!4d-87.6595025!16s%2Fg%2F1tj9clmf!19sChIJxVhWPqDRD4gRcPqkdyusBNQ?authuser=0&hl=en&rclk=1","K M Auto Body & Exports Inc","4.6","(37)","Auto body shop","·","1123 W Rosemont Ave","·","Open","· Closes 6 PM","(773) 366-2053","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Both their mechanical work and the","","",""
"https://www.google.com/maps/place/C+%26+O+Auto+Rebuilders/data=!4m7!3m6!1s0x880e25d6631b32fd:0x3943f672c4aa6ce1!8m2!3d41.7020061!4d-87.6212558!16s%2Fg%2F1w04kpmp!19sChIJ_TIbY9YlDogR4WyqxHL2Qzk?authuser=0&hl=en&rclk=1","C & O Auto Rebuilders","4.5","(101)","Auto body shop","·","·","10554 S Michigan Ave","Open","· Closes 4 PM","(773) 785-0080","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Not only did they repair it they matched my custom paint perfectly!""","","",""
"https://www.google.com/maps/place/CARRECTLY/data=!4m7!3m6!1s0x880fd3eb0fcc150b:0x460a10c408021ae5!8m2!3d41.9373322!4d-87.6649467!16s%2Fg%2F11r5h_ps12!19sChIJCxXMD-vTD4gR5RoCCMQQCkY?authuser=0&hl=en&rclk=1","CARRECTLY","4.9","(28)","Auto body shop","·","3047 N Lincoln Ave","","Open","· Closes 6 PM","(773) 800-9085","http://www.carrectly.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They made my 14-year-old Jeep look (and smell) like brand new.""","","",""
"https://www.google.com/maps/place/Caliber+Collision/data=!4m7!3m6!1s0x880e2cddb871cee7:0x6a1fd2eec4e6729!8m2!3d41.8773325!4d-87.6521027!16s%2Fg%2F1vzg2tyk!19sChIJ585xuN0sDogRKWdO7C79oQY?authuser=0&hl=en&rclk=1","Caliber Collision","4.6","(616)","Auto body shop","·","·","318 S Morgan St","Open","· Closes 5:30 PM","(312) 738-1975","https://www.caliber.com/find-a-location/chicago-west-loop?utm_source=google&utm_medium=gbp-profile&utm_campaign=webform-GBPwebsite&utm_content=&utm_term=&utm_id=0966","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My car looks brand new.They did a great job in a timely manner.""","https://www.caliber.com/find-a-location/chicago-west-loop?utm_source=google&utm_medium=gbp-profile&utm_campaign=webform-googlebusinesspage&hl=en-US&gei=B8ZvaYXyDNvfp84Pibu-mQ8&rwg_token=AFd1xnF0WYUvJe8S669ypFAtIeLS0wiOb3J6bnlZpicdWmCLJEOOJKAzbDvlCd8CHt3BdGB4VzQkhD3Dhlz6yTMrz97w5gMaRA%3D%3D","Book online",""
"https://www.google.com/maps/place/Crash+Champions+Collision+Repair+Montrose/data=!4m7!3m6!1s0x880fcc13b1f24013:0x9ea81302d61a4e5c!8m2!3d41.9607535!4d-87.7636599!16s%2Fg%2F1tcysf6t!19sChIJE0DysRPMD4gRXE4a1gITqJ4?authuser=0&hl=en&rclk=1","Crash Champions Collision Repair Montrose","4.5","(366)","Auto body shop","·","·","5430 W Montrose Ave","Open","· Closes 5 PM","(773) 725-7704","https://crashchampions.com/locations/crash-champions-montrose","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast service, car looks as good as new.""","https://www.carwise.com/auto-body-shops/book-appointment/crash-champions-0565-montrose-chicago-il-60641/603845?hl=en-US&gei=B8ZvaYXyDNvfp84Pibu-mQ8&rwg_token=AFd1xnFOI1PYAvfMoHQyVdWtyo5CcDO2ftChYZdZ3JVKAA_N5L_tligfDRhm6gwgdLZAEL0FyldXpL0kAU2Rxmg2DKHZlO69PQ%3D%3D","Book online",""
"https://www.google.com/maps/place/A-CARR%27s+Auto+Body/data=!4m7!3m6!1s0x880fd20d97a08a59:0x88fc393105b41323!8m2!3d41.959146!4d-87.6889752!16s%2Fg%2F1tx_6z94!19sChIJWYqglw3SD4gRIxO0BTE5_Ig?authuser=0&hl=en&rclk=1","A-CARR's Auto Body","4.8","(424)","Auto body shop","·","·","4246 N Western Ave","Open","· Closes 5 PM","(773) 478-4844","http://acarrsautobody.com/","","Website","","Directions","","Destination for collision repair","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They got me in and out and my car looks brand new.""","","",""
"https://www.google.com/maps/place/Windy+City+Auto+Collision/data=!4m7!3m6!1s0x880fcd064dcc72df:0x6e151cd93f537971!8m2!3d41.9709563!4d-87.7452013!16s%2Fg%2F11hf1y3cys!19sChIJ33LMTQbND4gRcXlTP9kcFW4?authuser=0&hl=en&rclk=1","Windy City Auto Collision","5.0","(30)","Auto body shop","·","·","4970 N Elston Ave","Open","· Closes 4 PM","(773) 715-5930","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They use quality paint and expert","","",""
"https://www.google.com/maps/place/Metro+Collision+Experts/data=!4m7!3m6!1s0x880e301dc63e4975:0x3f8c653a2e663e89!8m2!3d41.7516222!4d-87.6994347!16s%2Fg%2F1td6stq1!19sChIJdUk-xh0wDogRiT5mLjpljD8?authuser=0&hl=en&rclk=1","Metro Collision Experts","4.5","(152)","Auto body shop","·","·","3057 W Columbus Ave","Open","· Closes 5:30 PM","(773) 436-5600","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I got my car back running great and looking like new.""","","",""
"https://www.google.com/maps/place/Riverdale+Collision+Center+LLC./data=!4m7!3m6!1s0x880e2f9ffeddac4d:0x68804d7739ef1364!8m2!3d41.750222!4d-87.6341284!16s%2Fg%2F11f9j78x2s!19sChIJTazd_p8vDogRZBPvOXdNgGg?authuser=0&hl=en&rclk=1","Riverdale Collision Center LLC.","4.7","(88)","Auto body shop","·","·","7917 S Vincennes Ave","Open","· Closes 5 PM","(773) 952-4715","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Our vehicles looked like they never were damaged.""","","",""
"https://www.google.com/maps/place/JC+Auto+Repair+%26+Body/data=!4m7!3m6!1s0x880fd29800cc40c5:0xa49437c605496ea5!8m2!3d41.916399!4d-87.68799!16s%2Fg%2F1tr7dd7n!19sChIJxUDMAJjSD4gRpW5JBcY3lKQ?authuser=0&hl=en&rclk=1","JC Auto Repair & Body","5.0","(26)","Auto body shop","·","·","2415 W Homer St","Open","· Closes 5 PM","(773) 671-0715","https://jcautorepair2415.wixsite.com/jc-auto-repair","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Handed my keys over to jc and the car was done in no time!""","","",""
"https://www.google.com/maps/place/Unibody+Auto+Collision/data=!4m7!3m6!1s0x880fd2bd7cf26dcb:0xa2e4b42263ebb28d!8m2!3d41.9243659!4d-87.709918!16s%2Fg%2F1tdww8xg!19sChIJy23yfL3SD4gRjbLrYyK05KI?authuser=0&hl=en&rclk=1","Unibody Auto Collision","4.2","(19)","Auto repair shop","·","·","3263 W Fullerton Ave","Open","· Closes 6 PM","(773) 235-1334","http://www.unibody.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They have affordable prices.""","","",""
"https://www.google.com/maps/place/Euro+Collision+Of+Andersonville/data=!4m7!3m6!1s0x880fd1821c29157b:0x996713e125fcf447!8m2!3d41.9800999!4d-87.6590775!16s%2Fg%2F11c1p85t_5!19sChIJexUpHILRD4gRR_T8JeETZ5k?authuser=0&hl=en&rclk=1","Euro Collision Of Andersonville","4.7","(565)","Auto body shop","·","1122 W Balmoral Ave","","Open","· Closes 5 PM","(773) 907-9999","http://www.ecchicago.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They did a fantastic job repairing the","https://www.carwise.com/auto-body-shops/book-appointment/euro-collision-andersonville-chicago-il-60640/516420?hl=en-US&gei=B8ZvaYXyDNvfp84Pibu-mQ8&rwg_token=AFd1xnFAwvEf06vO_ftoZszh6VXtUc2bXPRJukuvLkK1MzQs2RFps66zehj2JQz4F2mqvkoNb5d6raJFgozpGfcLGOU0c9KYCA%3D%3D","Book online",""
"https://www.google.com/maps/place/Miller+Body+Shop/data=!4m7!3m6!1s0x87c0f1631f84029b:0xe761cfc02bbe3d6b!8m2!3d39.1152595!4d-94.6424608!16s%2Fg%2F1vzg2ryl!19sChIJmwKEH2PxwIcRaz2-K8DPYec?authuser=0&hl=en&rclk=1","Miller Body Shop","4.6","(16)","Auto body shop","·","·","1229 Minnesota Ave","Open","· Closes 4:30 PM","(913) 342-4080","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The very BEST......PERFECTIONEST....😁😁""","","",""
"https://www.google.com/maps/place/Maaco+Auto+Body+Shop+%26+Painting/data=!4m7!3m6!1s0x880e3319780eeac1:0xf75865cb7dcf70a3!8m2!3d41.8734808!4d-87.7435692!16s%2Fg%2F1tj5r9x8!19sChIJweoOeBkzDogRo3DPfctlWPc?authuser=0&hl=en&rclk=1","Maaco Auto Body Shop & Painting","4.2","(190)","Auto body shop","·","4722 W Harrison St","","Open","· Closes 5 PM","(773) 295-4875","https://www.maaco.com/locations/il/chicago-12395/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Had chipping under my rear window and now it looks brand new!""","","",""
"https://www.google.com/maps/place/CarFix+Auto+Center+and+Body+Shop/data=!4m7!3m6!1s0x880fcddfee7ad3d7:0xfd1d3cb9e80b70d2!8m2!3d41.9754156!4d-87.7180943!16s%2Fg%2F1trxkwkg!19sChIJ19N67t_ND4gR0nAL6Lk8Hf0?authuser=0&hl=en&rclk=1","CarFix Auto Center and Body Shop","5.0","(54)","Auto body shop","·","·","3555 W Foster Ave","Open","· Closes 6 PM","(773) 279-9914","https://www.carfixchicago.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They left both cars brand new after service — cleaned inside and out!""","","",""
"https://www.google.com/maps/place/Euro+Collision+of+Rogers+Park/data=!4m7!3m6!1s0x880fd1b74726cfcf:0xda1e8513c471359b!8m2!3d42.0062712!4d-87.6734597!16s%2Fg%2F1tdr8srh!19sChIJz88mR7fRD4gRmzVxxBOFHto?authuser=0&hl=en&rclk=1","Euro Collision of Rogers Park","4.6","(379)","Auto body shop","·","·","6828 N Clark St","Open","· Closes 5 PM","(773) 274-9900","http://www.ecchicago.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staff was very polite, the fixed my car and left it like new""","https://www.carwise.com/auto-body-shops/book-appointment/euro-collision-rogers-park-chicago-il-60626/567974?hl=en-US&gei=B8ZvaYXyDNvfp84Pibu-mQ8&rwg_token=AFd1xnEjLgwDuV8PE_-WgaPilFit-e6SSAVj60mHXcgZxW8ujb-sev1UVaj2uUl35EIj9qthw2oZuVPJQDsd6NiFCD5_22PU2A%3D%3D","Book online",""
"https://www.google.com/maps/place/Extreme+Body+Shop/data=!4m7!3m6!1s0x880fcdaf2bb8c165:0x971ecfc9635bcae0!8m2!3d41.9419696!4d-87.7295865!16s%2Fg%2F1tm2b862!19sChIJZcG4K6_ND4gR4MpbY8nPHpc?authuser=0&hl=en&rclk=1","Extreme Body Shop","4.3","(49)","Muffler shop","·","3333 N Karlov Ave","","Open","· Closes 6 PM","(773) 283-3833","http://newextreme8.wixsite.com/auto","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very Good prices, for outstanding work.""","","",""
"https://www.google.com/maps/place/D+%26+A+Auto+Body+Repair/data=!4m7!3m6!1s0x880e2e0e5b212a5b:0xd8678708c3815636!8m2!3d41.8089459!4d-87.6848707!16s%2Fg%2F1w4f8plk!19sChIJWyohWw4uDogRNlaBwwiHZ9g?authuser=0&hl=en&rclk=1","D & A Auto Body Repair","4.5","(67)","Auto body shop","·","4646 S Western Ave","·","Open","· Closes 5 PM","(773) 927-7764","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My vehicle was ready in 3 days, it looks brand new.""","","",""
"https://www.google.com/maps/place/Mac+Auto+Body+%26+Paint+Center/data=!4m7!3m6!1s0x880e2fc7a1c52e05:0xea1de023d8e313f0!8m2!3d41.7649717!4d-87.6790676!16s%2Fg%2F1tf4fmdk!19sChIJBS7FoccvDogR8BPj2CPgHeo?authuser=0&hl=en&rclk=1","Mac Auto Body & Paint Center","4.3","(33)","Auto repair shop","·","·","2210 W 71st St","Open","· Closes 4 PM","(773) 925-2702","http://www.macautobodyinc.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Quality work good prices""","","",""
"https://www.google.com/maps/place/Bennett+Auto+Rebuilders/data=!4m7!3m6!1s0x880e2fecf89ff0e1:0xe3b9666e01189d82!8m2!3d41.750249!4d-87.6805341!16s%2Fg%2F1tp_6zz3!19sChIJ4fCf-OwvDogRgp0YAW5mueM?authuser=0&hl=en&rclk=1","Bennett Auto Rebuilders","4.7","(77)","Auto body shop","·","·","2300 W 79th St","Open","· Closes 4:30 PM","(773) 434-0181","http://bennettautorebuilders.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fair prices, quality work, timely service, and helpful staff.""","","",""
"https://www.google.com/maps/place/Logan+Auto+Collision/data=!4m7!3m6!1s0x880e2f290a81074f:0x86ab2cb9194d00f4!8m2!3d41.7735131!4d-87.6247679!16s%2Fg%2F1tdzm468!19sChIJTweBCikvDogR9ABNGbksq4Y?authuser=0&hl=en&rclk=1","Logan Auto Collision","3.7","(101)","Auto body shop","·","·","6651 S State St","Open","· Closes 5 PM","(773) 994-1325","https://loganautocollision.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I got my car back on the exact day they said it would be ready!!""","","",""
"https://www.google.com/maps/place/Bridgeport+Auto+Body+Shop/data=!4m7!3m6!1s0x880e2c3a070227cb:0xf9591e2365d00f5e!8m2!3d41.8306128!4d-87.6481605!16s%2Fg%2F1th24d2v!19sChIJyycCBzosDogRXg_QZSMeWfk?authuser=0&hl=en&rclk=1","Bridgeport Auto Body Shop","4.0","(25)","Auto body shop","·","·","907 W 35th St","Open","· Closes 6 PM","(773) 869-0884","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fair prices and good work.""","","",""
"https://www.google.com/maps/place/CARSTAR+UCar+Auto+Rebuilders/data=!4m7!3m6!1s0x880e31762ec5f103:0x858707fbe2db976f!8m2!3d41.8052665!4d-87.7048935!16s%2Fg%2F11sz5kq2c3!19sChIJA_HFLnYxDogRb5fb4vsHh4U?authuser=0&hl=en&rclk=1","CARSTAR UCar Auto Rebuilders","4.7","(96)","Auto body shop","·","4832 S Kedzie Ave","Destination for collision repair","Open","· Closes 5:30 PM","(312) 204-7339","https://www.carstar.com/locations/il/chicago-15645/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My car looks brand new after the repair in this","https://www.carwise.com/auto-body-shops/book-appointment/carstar-ucar-auto-rebuilders-chicago-il-60632/601066?hl=en-US&gei=D8ZvaYf5K5vewN4P0Jq1iQk&rwg_token=AFd1xnFhUfOtV-_QHXpH1i4Dj4PJmJeEnM31EDQSE0hUa7euIZaODDvE8sqD6IXv7m1dmEKy3DxZmKn66nOkLOHbBTiwIxiQ3g%3D%3D","Book online",""
"https://www.google.com/maps/place/B+%26+M+Auto+Collision+Center/data=!4m7!3m6!1s0x880fcc5297f9ffc3:0xc4b8a6cdc273322f!8m2!3d41.9464152!4d-87.7387239!16s%2Fg%2F1tdywzcf!19sChIJw__5l1LMD4gRLzJzws2muMQ?authuser=0&hl=en&rclk=1","B & M Auto Collision Center","4.1","(211)","Auto body shop","·","4440 W Addison St","","Open","· Closes 5 PM","(773) 685-3200","http://www.bmautocollision.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They fixed up our Honda CRV after a minor fender bender.""","https://www.carwise.com/auto-body-shops/book-appointment/bm-chicago-il-60641/520300?hl=en-US&gei=D8ZvaYf5K5vewN4P0Jq1iQk&rwg_token=AFd1xnGNCN1Qj6zhIZ0zVgqk673RWF6rCIO4PL673eiW2ZEr4-6D-3vJKHR_nM3l44Qee64_mnPIU8yPPcmay4iwW2ReHtjf0Q%3D%3D","Book online",""
"https://www.google.com/maps/place/Supreme+Auto+Ltd./data=!4m7!3m6!1s0x880fcb07d23267f9:0xa9b061bc73dc7c27!8m2!3d41.9362091!4d-87.8063421!16s%2Fg%2F1tdp11kz!19sChIJ-Wcy0gfLD4gRJ3zcc7xhsKk?authuser=0&hl=en&rclk=1","Supreme Auto Ltd.","4.8","(101)","Auto body shop","·","·","3067 N Harlem Ave","Open","· Closes 5 PM","(773) 745-4660","http://www.supremeautoltd.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Eppecable  customer service, excellent","","",""
"https://www.google.com/maps/place/Lil+Logans+Collision/data=!4m7!3m6!1s0x880e2441a64b6677:0x716821c719ff3674!8m2!3d41.6792141!4d-87.6417744!16s%2Fg%2F1ts1stkm!19sChIJd2ZLpkEkDogRdDb_GcchaHE?authuser=0&hl=en&rclk=1","Lil Logans Collision","4.6","(52)","Auto body shop","·","·","11815 S Halsted St","Open","· Closes 7 PM","(773) 785-7425","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They have handled all of my","","",""
"https://www.google.com/maps/place/Chicago+Auto+Recon+Body+Shop/data=!4m7!3m6!1s0x880e2dab755711bf:0x929e7f795d582619!8m2!3d41.852696!4d-87.660824!16s%2Fg%2F1tczfh2b!19sChIJvxFXdastDogRGSZYXXl_npI?authuser=0&hl=en&rclk=1","Chicago Auto Recon Body Shop","4.1","(122)","Auto body shop","·","·","1358 W Cermak Rd","Open","· Closes 8 PM","(888) 986-7326","http://www.chicagoautorecon.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They fixed a paint chip, did a ceramic coating, and added ceramic tint.""","","",""
"https://www.google.com/maps/place/Cosmetic+Auto+Trim+%26+Glass+Incorporated/data=!4m7!3m6!1s0x880fc96c10f75e57:0x374bcc74f0e81b2e!8m2!3d41.9935904!4d-87.8017226!16s%2Fg%2F1tfzhc60!19sChIJV173EGzJD4gRLhvo8HTMSzc?authuser=0&hl=en&rclk=1","Cosmetic Auto Trim & Glass Incorporated","4.4","(118)","Auto repair shop","·","·","6166 N Northwest Hwy","Open","· Closes 5 PM","(773) 763-7400","http://www.cosmeticautotrimandglass.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They were able to work with original parts and matched the paint perfectly.""","https://www.carwise.com/auto-body-shops/book-appointment/cosmetic-auto-chicago-il-60631/462166?hl=en-US&gei=D8ZvaYf5K5vewN4P0Jq1iQk&rwg_token=AFd1xnFsVHQV10r7Lt18f7CC-hgPI6cfMkBqJTUdAdQPbr1obJFfXAvsnSQuuGbekZVw8zqgWFOrW5sMcQApGNdzydkWRMdxGg%3D%3D","Book online",""
"https://www.google.com/maps/place/Adams+Auto+Body+Shop/data=!4m7!3m6!1s0x880fed45633d5505:0x26b47dae04cdacf1!8m2!3d42.3404615!4d-87.8343646!16s%2Fg%2F11gzpqh4tl!19sChIJBVU9Y0XtD4gR8azNBK59tCY?authuser=0&hl=en&rclk=1","Adams Auto Body Shop","4.9","(553)","Auto body shop","·","·","1026 Sheridan Rd","Open","· Closes 5:30 PM","(847) 636-6684","http://www.adamsautobodyshop.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My VW was washed and detailed, and looked brand new when I got it back.""","","",""
"https://www.google.com/maps/place/Prestige+Auto+Collision/data=!4m7!3m6!1s0x87c0f1d3019e28cd:0xfcbf882b51f44c5b!8m2!3d39.0710899!4d-94.6060573!16s%2Fg%2F1pp2t_tq2!19sChIJzSieAdPxwIcRW0z0USuIv_w?authuser=0&hl=en&rclk=1","Prestige Auto Collision","4.9","(237)","Auto body shop","·","·","3122 Roanoke Rd","Open","· Closes 5 PM","(816) 753-7931","http://www.prestigeautokc.com/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They cleaned the car like it is brand new - inside and out.""","","",""
"https://www.google.com/maps/place/K+C+Auto+%26+Body+Shop/data=!4m7!3m6!1s0x87c0f3c44963b103:0x6bebce84e5ef7cc1!8m2!3d39.1164654!4d-94.6590363!16s%2Fg%2F1v4ptjb_!19sChIJA7FjScTzwIcRwXzv5YTO62s?authuser=0&hl=en&rclk=1","K C Auto & Body Shop","3.2","(10)","Auto body shop","·","2727 State Ave","","","","(913) 342-8168","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""This is my second time getting my vehicles worked on by them.""","","",""
"https://www.google.com/maps/place/Metro+Auto+Tech+United/data=!4m7!3m6!1s0x880e2e16b142520b:0xcb353f2e145ddc2d!8m2!3d41.801422!4d-87.6833358!16s%2Fg%2F1th1vn0g!19sChIJC1JCsRYuDogRLdxdFC4_Ncs?authuser=0&hl=en&rclk=1","Metro Auto Tech United","4.7","(77)","Auto body shop","·","5045 S Western Blvd","·","Open","· Closes 6 PM","(773) 918-8888","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minh and the team gave me a great price and made my car look like new.""","","",""
"https://www.google.com/maps/place/Capital+Auto+Body+Repair/data=!4m7!3m6!1s0x880fd28647af28e7:0x78f3cf329a3cc581!8m2!3d41.9328431!4d-87.6892771!16s%2Fg%2F1tdqp7k9!19sChIJ5yivR4bSD4gRgcU8mjLP83g?authuser=0&hl=en&rclk=1","Capital Auto Body Repair","3.7","(32)","Auto body shop","·","2838 N Elston Ave","·","Open","· Closes 5 PM","(773) 342-3100","","","Directions","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My car was repair and painted above my expectations.""","","",""
